Gender,Age,Income,Employment_Status,Credit_Score,Loan_Amount,Loan_Term_Months,Has_Defaulted_Before,Fraudulent_Activity,Loan_Status
Female,50,140312,Unemployed,803,21659,12,1,0,Rejected
Male,55,143379,Employed,754,46178,12,0,0,Approved
Male,41,115804,Self-employed,403,31429,60,1,0,Rejected
Male,57,28329,Self-employed,376,16732,36,1,0,Rejected
Male,25,54865,Employed,529,20506,36,0,0,Under Review
Female,39,66850,Employed,557,41935,48,0,0,Under Review
Female,34,74220,Employed,563,6190,24,1,0,Rejected
Female,46,132234,Student,630,5575,12,1,0,Rejected
Female,24,113808,Student,481,41495,48,1,0,Rejected
Male,45,128381,Student,849,49146,48,1,0,Rejected
Female,62,26397,Unemployed,326,35565,12,1,0,Rejected
Male,45,117909,Student,575,35899,36,0,0,Under Review
Female,38,149004,Student,598,24706,24,1,0,Rejected
Female,60,55525,Student,390,48668,36,1,0,Rejected
Female,28,73072,Self-employed,779,23884,48,0,0,Approved
Male,59,110106,Student,757,18199,24,0,0,Approved
Female,60,103820,Employed,750,45100,60,0,0,Approved
Male,34,104530,Student,664,40434,48,1,0,Rejected
Female,52,43284,Unemployed,650,13479,36,0,0,Under Review
Female,58,81330,Unemployed,699,35178,36,0,0,Under Review
Male,53,103369,Student,552,13665,36,0,0,Under Review
Female,43,45122,Employed,758,1534,12,0,0,Under Review
Male,35,90553,Employed,798,27292,48,1,0,Rejected
Female,53,101906,Self-employed,807,37132,24,1,0,Rejected
Female,45,114788,Employed,603,37110,36,1,0,Rejected
Male,37,82812,Self-employed,800,23469,36,0,0,Approved
Female,53,27999,Self-employed,465,47233,12,0,0,Rejected
Female,22,42436,Employed,714,38268,24,0,0,Under Review
Male,34,62963,Employed,761,2172,48,0,0,Approved
Male,60,22096,Self-employed,413,28914,60,0,0,Rejected
Female,60,149940,Unemployed,732,21901,12,0,0,Approved
Male,59,133737,Student,655,41775,48,1,0,Rejected
Male,26,45279,Unemployed,506,35409,60,1,0,Rejected
Male,26,141092,Employed,534,20324,36,0,0,Under Review
Male,23,128899,Employed,741,9738,36,1,0,Rejected
Female,27,134245,Self-employed,654,38494,24,0,0,Under Review
Male,28,46201,Student,814,45557,60,0,0,Under Review
Male,62,39715,Employed,507,25054,36,1,0,Rejected
Male,35,49309,Student,424,30709,36,0,0,Rejected
Male,49,35078,Unemployed,437,44785,24,1,0,Rejected
Male,53,76614,Student,638,21107,48,0,0,Under Review
Male,50,25105,Unemployed,836,1363,36,0,0,Under Review
Male,59,137666,Employed,367,11358,12,1,0,Rejected
Female,47,114848,Employed,840,37077,12,0,0,Approved
Male,56,22839,Self-employed,682,4240,48,0,0,Under Review
Male,49,88920,Unemployed,318,7665,60,0,0,Rejected
Female,58,63619,Unemployed,749,46689,24,1,0,Rejected
Male,53,62821,Student,373,2936,12,0,0,Rejected
Male,57,145736,Self-employed,575,47736,12,0,0,Under Review
Female,47,33493,Self-employed,347,26538,48,0,0,Rejected
Male,53,37069,Self-employed,510,44965,60,1,0,Rejected
Male,24,132443,Unemployed,839,12998,60,1,0,Rejected
Male,42,27531,Employed,490,1882,48,1,0,Rejected
Male,22,57051,Employed,614,21224,12,1,0,Rejected
Male,30,27736,Student,412,40691,24,1,0,Rejected
Female,25,27710,Student,469,47476,12,0,0,Rejected
Male,30,87155,Unemployed,767,31825,60,1,0,Rejected
Female,53,33975,Employed,313,6204,12,1,0,Rejected
Male,58,82424,Self-employed,587,29885,24,0,0,Under Review
Male,33,65603,Employed,488,41056,36,1,0,Rejected
Female,51,43252,Student,454,4203,12,0,0,Rejected
Male,56,100797,Employed,770,3244,48,1,0,Rejected
Male,44,21431,Self-employed,374,33786,36,0,0,Rejected
Female,35,94603,Student,576,4083,48,0,0,Under Review
Male,49,57481,Unemployed,642,22584,48,1,0,Rejected
Male,28,112573,Employed,724,9521,48,1,0,Rejected
Female,25,29557,Employed,810,34541,12,0,0,Under Review
Female,49,94971,Unemployed,481,30063,60,0,0,Rejected
Female,24,123302,Unemployed,757,5732,36,0,0,Approved
Male,32,20162,Self-employed,363,28518,24,0,0,Rejected
Female,22,54742,Employed,559,40563,60,0,0,Under Review
Male,47,39675,Student,492,40752,12,0,0,Rejected
Male,51,93997,Employed,705,30697,48,0,0,Approved
Female,56,37015,Self-employed,392,3567,24,1,0,Rejected
Female,56,70057,Student,729,17121,36,0,0,Approved
Male,46,52591,Student,733,2674,60,1,0,Rejected
Male,63,113583,Student,703,11875,60,1,0,Rejected
Female,47,146133,Self-employed,733,45340,24,0,0,Approved
Female,25,120318,Employed,411,1739,12,0,0,Rejected
Female,40,29833,Student,674,2545,36,1,0,Rejected
Male,31,27896,Unemployed,358,30140,24,0,0,Rejected
Female,30,52972,Self-employed,342,10327,48,0,0,Rejected
Female,60,69733,Student,506,6127,36,1,0,Rejected
Male,58,140363,Self-employed,595,24331,60,1,0,Rejected
Male,26,61800,Unemployed,417,24004,24,1,0,Rejected
Female,28,116044,Student,831,42833,60,0,0,Approved
Male,43,25347,Employed,521,11492,60,0,0,Under Review
Male,46,79063,Self-employed,465,14749,60,1,0,Rejected
Male,63,115850,Student,455,24508,12,0,0,Rejected
Female,32,22643,Student,483,10045,60,1,0,Rejected
Female,46,60785,Self-employed,389,21116,48,0,0,Rejected
Female,33,38681,Unemployed,393,19667,48,1,0,Rejected
Female,60,70026,Self-employed,312,10521,36,0,0,Rejected
Female,38,123864,Employed,737,9669,60,1,0,Rejected
Female,45,35892,Unemployed,837,28302,60,0,0,Under Review
Male,53,67299,Employed,449,12283,24,0,0,Rejected
Male,60,37073,Employed,307,31935,12,1,0,Rejected
Male,63,122304,Self-employed,328,7998,36,0,0,Rejected
Female,32,50682,Student,595,29806,60,0,1,Under Review
Female,64,117798,Unemployed,639,32624,24,1,0,Rejected
Male,56,146021,Employed,738,14440,12,0,0,Approved
Female,24,116894,Student,443,46465,36,0,0,Rejected
Female,25,144302,Student,818,47501,36,0,0,Approved
Female,57,34289,Student,344,22797,60,1,0,Rejected
Female,28,135359,Unemployed,538,2269,36,1,0,Rejected
Female,62,27927,Student,454,8868,24,1,0,Rejected
Male,48,68330,Self-employed,480,31251,36,1,1,Rejected
Female,51,86707,Employed,514,13373,48,1,0,Rejected
Female,29,140279,Student,387,19987,24,0,0,Rejected
Female,49,97454,Employed,555,39729,12,0,0,Under Review
Female,34,127439,Unemployed,810,16734,12,1,0,Rejected
Female,60,124646,Employed,372,43429,60,0,0,Rejected
Male,61,85428,Student,478,42337,60,0,0,Rejected
Female,42,70601,Unemployed,511,41325,48,0,0,Under Review
Male,31,97465,Unemployed,533,19064,12,0,0,Under Review
Male,43,22539,Unemployed,764,9433,12,1,0,Rejected
Male,21,122263,Unemployed,522,49421,12,1,0,Rejected
Male,57,131487,Unemployed,563,10111,12,0,0,Under Review
Female,41,42669,Employed,506,39450,36,0,0,Under Review
Male,46,90968,Student,665,49247,24,1,0,Rejected
Female,56,40644,Employed,575,16047,24,0,0,Under Review
Male,43,38745,Student,679,9084,48,0,0,Under Review
Male,21,140852,Unemployed,608,22751,36,0,0,Under Review
Female,60,148081,Unemployed,567,17453,12,1,0,Rejected
Male,35,48228,Self-employed,363,21308,12,1,0,Rejected
Female,41,138358,Self-employed,649,39968,60,0,0,Under Review
Female,29,54521,Employed,793,31077,60,0,0,Approved
Female,29,142788,Employed,822,44046,48,0,0,Approved
Male,30,117239,Student,397,35775,12,0,0,Rejected
Female,46,46928,Student,370,49570,48,0,0,Rejected
Female,61,38322,Self-employed,663,47097,36,0,0,Under Review
Female,55,77714,Self-employed,575,25503,24,1,0,Rejected
Male,45,107896,Student,349,3779,12,1,0,Rejected
Male,46,82292,Employed,657,22304,36,0,0,Under Review
Male,31,49055,Student,784,1755,12,1,0,Rejected
Female,58,62891,Employed,383,40263,60,0,0,Rejected
Male,22,101912,Student,595,43955,48,0,0,Under Review
Male,27,26588,Unemployed,535,43281,60,1,0,Rejected
Female,38,110536,Unemployed,355,18400,24,1,0,Rejected
Female,47,26304,Employed,659,41115,60,0,0,Under Review
Male,54,27345,Employed,409,15249,12,0,0,Rejected
Female,47,49300,Employed,491,48647,60,1,0,Rejected
Male,37,44259,Self-employed,392,47825,12,1,0,Rejected
Female,63,111006,Self-employed,359,45825,24,0,0,Rejected
Male,64,108553,Student,338,25600,60,0,0,Rejected
Female,44,35352,Self-employed,839,38706,48,0,0,Under Review
Male,45,149350,Student,348,20222,48,1,0,Rejected
Male,27,53365,Student,719,34505,48,0,0,Approved
Female,26,39446,Student,312,39968,60,1,0,Rejected
Female,44,22336,Employed,335,42139,60,0,0,Rejected
Female,53,82032,Unemployed,400,42302,60,1,0,Rejected
Female,49,95415,Self-employed,385,30148,12,1,0,Rejected
Male,63,117852,Student,815,23302,24,1,1,Rejected
Male,42,118876,Unemployed,522,3623,48,1,0,Rejected
Male,46,27521,Student,637,9646,12,0,0,Under Review
Female,48,91707,Employed,465,14543,48,1,0,Rejected
Male,41,43481,Student,682,29960,12,1,0,Rejected
Male,27,38474,Self-employed,675,23785,60,1,0,Rejected
Male,37,66760,Unemployed,770,13817,48,0,0,Approved
Male,40,75718,Employed,330,32406,60,0,0,Rejected
Male,61,64629,Student,674,24456,48,0,0,Under Review
Female,40,65232,Self-employed,310,24777,36,0,0,Rejected
Female,42,106544,Self-employed,601,21914,12,0,0,Under Review
Female,48,87169,Employed,395,30553,36,0,0,Rejected
Female,60,147941,Self-employed,489,24548,12,1,0,Rejected
Male,27,70669,Self-employed,752,38265,24,1,0,Rejected
Female,21,98021,Self-employed,491,41701,48,1,0,Rejected
Female,52,129153,Self-employed,785,7727,24,0,0,Approved
Female,33,89184,Student,565,45924,24,1,0,Rejected
Male,50,67945,Employed,723,33427,12,1,0,Rejected
Male,43,33140,Unemployed,427,17692,36,0,0,Rejected
Male,39,146468,Unemployed,537,32625,60,1,0,Rejected
Male,52,103457,Self-employed,654,25918,12,0,0,Under Review
Male,50,34357,Student,411,42395,60,1,0,Rejected
Male,49,131672,Self-employed,745,42136,24,0,0,Approved
Female,49,88673,Self-employed,642,16577,60,0,0,Under Review
Female,50,141673,Student,444,20619,36,0,0,Rejected
Female,36,85633,Employed,364,47240,12,1,0,Rejected
Female,60,96943,Unemployed,546,34710,36,1,0,Rejected
Female,39,116111,Student,789,38388,36,0,0,Approved
Female,38,98258,Unemployed,738,17195,12,0,0,Approved
Female,21,32924,Student,405,28689,36,1,0,Rejected
Male,34,89286,Student,480,12154,48,1,0,Rejected
Male,22,113269,Self-employed,483,40121,48,0,0,Rejected
Female,48,147563,Employed,525,30412,48,1,0,Rejected
Female,50,94071,Unemployed,388,22341,60,1,0,Rejected
Male,58,77326,Employed,829,33018,36,1,0,Rejected
Female,24,110023,Self-employed,670,10145,12,0,0,Under Review
Female,21,140101,Student,698,43262,12,0,0,Under Review
Female,28,50651,Unemployed,405,47330,60,1,0,Rejected
Male,49,90202,Employed,570,23223,12,0,0,Under Review
Male,59,68777,Unemployed,802,3880,48,1,0,Rejected
Female,23,36994,Unemployed,824,22271,36,1,0,Rejected
Male,52,87263,Unemployed,331,34313,12,0,0,Rejected
Male,30,79634,Employed,692,47900,12,0,0,Under Review
Male,30,120158,Unemployed,339,14304,24,0,0,Rejected
Female,39,30800,Employed,517,35695,24,1,0,Rejected
Male,54,57823,Student,381,31225,24,1,0,Rejected
Male,53,128575,Employed,500,21536,36,0,0,Under Review
Female,43,83878,Self-employed,746,31831,48,0,0,Approved
Female,48,38708,Unemployed,727,12673,48,0,0,Under Review
Female,52,32819,Self-employed,337,22917,48,1,0,Rejected
Male,27,94905,Self-employed,510,28829,36,1,0,Rejected
Male,49,83870,Student,743,16372,36,1,0,Rejected
Female,28,29283,Student,626,26938,24,0,0,Under Review
Female,21,50573,Employed,526,3663,12,0,0,Under Review
Male,23,98707,Employed,347,48801,60,1,0,Rejected
Male,44,50933,Unemployed,317,10465,60,0,1,Rejected
Female,43,25774,Self-employed,738,4326,12,0,0,Under Review
Male,28,92055,Student,486,4659,24,0,0,Rejected
Female,57,30983,Student,644,28594,12,0,0,Under Review
Male,23,116468,Unemployed,523,5763,12,1,0,Rejected
Female,53,116334,Student,787,24121,60,0,0,Approved
Male,48,38133,Self-employed,528,11828,24,1,0,Rejected
Female,28,145555,Self-employed,689,48588,36,1,0,Rejected
Male,54,34939,Unemployed,487,12221,60,0,0,Rejected
Female,55,20781,Self-employed,569,12211,36,1,0,Rejected
Male,52,134586,Employed,609,14569,24,1,0,Rejected
Female,44,76700,Self-employed,431,32358,12,0,0,Rejected
Female,34,47624,Employed,371,38860,48,1,0,Rejected
Female,52,26823,Student,486,7022,48,1,0,Rejected
Female,63,38489,Employed,785,46337,24,1,0,Rejected
Female,36,138555,Unemployed,490,14515,48,1,0,Rejected
Male,24,59961,Unemployed,721,7159,36,1,0,Rejected
Female,57,139664,Unemployed,419,46991,48,1,0,Rejected
Male,41,49118,Unemployed,519,42213,24,1,0,Rejected
Female,34,120417,Unemployed,352,22691,24,1,1,Rejected
Male,51,101816,Self-employed,750,25904,36,0,0,Approved
Female,38,42263,Student,711,44790,48,0,0,Under Review
Female,27,33565,Employed,536,4044,48,0,0,Under Review
Male,30,40354,Employed,705,10612,12,1,0,Rejected
Female,27,62951,Student,721,6636,60,1,0,Rejected
Male,53,111179,Unemployed,546,12593,24,1,0,Rejected
Male,43,43648,Unemployed,371,49947,12,0,0,Rejected
Female,41,70729,Employed,484,3892,24,0,0,Rejected
Female,39,61971,Unemployed,305,22672,12,0,0,Rejected
Male,39,38658,Self-employed,505,6812,60,1,0,Rejected
Female,56,41253,Self-employed,843,32085,12,0,1,Under Review
Female,49,84166,Self-employed,686,1654,24,0,0,Under Review
Female,38,68563,Student,375,18143,48,1,0,Rejected
Male,22,46390,Student,476,2798,24,0,0,Rejected
Female,21,108664,Self-employed,648,38927,36,1,0,Rejected
Male,25,71578,Student,554,30087,36,0,0,Under Review
Male,40,99025,Self-employed,607,12618,36,1,0,Rejected
Male,31,123850,Unemployed,644,9446,36,1,0,Rejected
Male,62,52658,Student,426,22646,60,1,0,Rejected
Female,22,26852,Self-employed,586,37591,48,1,0,Rejected
Female,23,147282,Student,786,49867,48,1,0,Rejected
Male,43,114986,Employed,682,28200,24,0,0,Under Review
Male,32,22551,Employed,705,30571,12,1,0,Rejected
Male,40,91947,Self-employed,687,23538,24,1,0,Rejected
Male,25,81001,Self-employed,824,41555,24,1,0,Rejected
Female,57,69159,Self-employed,575,44964,24,1,0,Rejected
Male,58,142775,Employed,799,21900,24,0,0,Approved
Male,50,71707,Student,636,23356,48,1,0,Rejected
Male,29,53243,Employed,780,24023,12,0,0,Approved
Male,54,41800,Self-employed,572,40148,24,1,0,Rejected
Male,64,95939,Self-employed,357,18392,48,1,0,Rejected
Female,55,77828,Self-employed,627,21698,24,0,0,Under Review
Female,42,27239,Self-employed,408,43470,36,0,1,Rejected
Female,64,26710,Self-employed,578,27535,24,0,0,Under Review
Female,44,41384,Self-employed,627,36450,24,1,0,Rejected
Female,37,41038,Unemployed,614,34757,60,0,0,Under Review
Male,30,60846,Unemployed,773,13476,36,1,0,Rejected
Female,50,107983,Unemployed,410,42214,12,0,0,Rejected
Male,43,87821,Employed,528,5711,24,0,0,Under Review
Female,52,57991,Student,796,7479,12,1,0,Rejected
Female,37,99057,Self-employed,455,32390,36,0,0,Rejected
Female,37,133193,Unemployed,772,14161,24,0,0,Approved
Female,34,26971,Employed,571,33152,60,1,0,Rejected
Male,29,49139,Student,301,15635,48,1,0,Rejected
Female,60,105445,Self-employed,810,41843,60,1,0,Rejected
Male,22,97067,Self-employed,585,31297,60,0,0,Under Review
Female,45,100257,Student,312,21836,48,0,0,Rejected
Female,59,104742,Student,797,25831,48,0,0,Approved
Female,29,57711,Student,537,2007,48,0,0,Under Review
Male,42,26530,Employed,393,27331,24,0,0,Rejected
Male,63,31116,Unemployed,637,41456,12,1,0,Rejected
Female,24,85794,Self-employed,470,11763,12,0,0,Rejected
Female,46,20282,Unemployed,766,4908,48,1,0,Rejected
Male,49,99473,Student,442,28573,60,0,0,Rejected
Male,54,21898,Self-employed,500,20187,36,1,0,Rejected
Female,43,24135,Self-employed,479,12957,48,0,0,Rejected
Female,57,26629,Unemployed,663,5379,60,0,0,Under Review
Male,31,129472,Unemployed,778,28959,60,1,0,Rejected
Female,26,145147,Self-employed,770,17482,24,0,0,Approved
Male,38,105120,Employed,683,28105,24,1,0,Rejected
Female,41,139798,Student,716,1877,12,0,0,Approved
Female,62,109087,Unemployed,607,49353,12,0,0,Under Review
Male,56,85031,Self-employed,666,19252,36,1,1,Rejected
Male,61,53380,Unemployed,300,32334,36,0,0,Rejected
Female,58,149951,Self-employed,343,20049,36,1,0,Rejected
Male,54,132507,Employed,397,18772,36,0,0,Rejected
Female,37,37071,Unemployed,564,3637,60,0,0,Under Review
Male,57,40074,Self-employed,439,8242,60,0,0,Rejected
Male,45,110724,Unemployed,780,43025,12,0,0,Approved
Male,58,87843,Self-employed,536,42381,24,0,0,Under Review
Male,32,59901,Student,371,36651,24,0,0,Rejected
Female,43,31205,Self-employed,489,34972,48,0,0,Rejected
Female,62,75661,Self-employed,567,17928,60,1,0,Rejected
Male,42,144661,Self-employed,620,29742,36,0,0,Under Review
Female,41,25906,Self-employed,406,12831,36,0,0,Rejected
Female,47,22591,Student,531,49232,48,0,0,Under Review
Female,51,145576,Employed,341,20556,24,1,0,Rejected
Female,26,82987,Student,438,26343,36,1,0,Rejected
Female,47,83370,Employed,572,23834,24,0,0,Under Review
Female,60,100685,Employed,780,47762,48,0,0,Approved
Male,54,130454,Student,715,40288,24,0,0,Approved
Female,32,125487,Unemployed,805,34422,24,1,0,Rejected
Male,27,74400,Employed,723,24205,24,0,0,Approved
Female,30,45150,Student,706,19830,36,1,1,Rejected
Male,37,51852,Self-employed,689,9412,12,0,0,Under Review
Female,46,62870,Student,641,4666,60,1,0,Rejected
Female,41,139796,Employed,792,38045,24,1,0,Rejected
Female,48,72756,Unemployed,491,21786,24,0,0,Rejected
Male,22,135357,Unemployed,798,6515,24,0,0,Approved
Female,63,139052,Unemployed,532,42973,12,0,0,Under Review
Male,21,76481,Self-employed,526,27627,48,0,0,Under Review
Male,56,21283,Student,670,16198,36,0,0,Under Review
Female,46,53691,Student,438,4985,12,0,0,Rejected
Female,49,21125,Unemployed,448,46903,24,0,0,Rejected
Female,41,87065,Self-employed,414,41935,12,1,0,Rejected
Male,31,148734,Unemployed,749,30475,12,0,0,Approved
Male,60,46170,Employed,362,41216,12,0,0,Rejected
Female,31,28438,Student,403,20403,48,1,0,Rejected
Female,56,40095,Self-employed,572,4681,60,0,0,Under Review
Female,59,36154,Unemployed,305,27019,36,0,0,Rejected
Male,60,28004,Self-employed,446,28586,48,0,0,Rejected
Male,55,29752,Employed,483,43292,48,0,0,Rejected
Female,54,75426,Employed,327,38521,60,1,0,Rejected
Female,44,128896,Student,849,40850,48,1,0,Rejected
Male,42,46819,Self-employed,418,37770,12,0,0,Rejected
Female,25,122168,Unemployed,592,6629,12,0,0,Under Review
Female,53,112051,Unemployed,670,28710,24,1,0,Rejected
Male,56,147905,Unemployed,543,31328,48,0,0,Under Review
Male,40,44217,Student,517,13278,24,1,0,Rejected
Female,39,145949,Employed,476,9417,36,1,0,Rejected
Female,55,108708,Unemployed,598,35765,12,1,0,Rejected
Male,63,52994,Student,357,9963,36,0,0,Rejected
Male,37,35036,Student,568,49552,60,0,0,Under Review
Male,63,97275,Student,607,38292,12,0,0,Under Review
Male,54,117756,Student,587,26009,36,1,0,Rejected
Male,29,69416,Student,404,28675,60,0,0,Rejected
Female,46,29587,Student,527,37175,36,0,0,Under Review
Male,22,130053,Employed,546,7731,60,1,0,Rejected
Male,29,115665,Employed,793,41563,60,0,0,Approved
Female,29,20645,Unemployed,382,12332,12,0,0,Rejected
Male,60,50930,Self-employed,485,20177,24,0,0,Rejected
Female,37,101835,Employed,551,24718,60,1,0,Rejected
Male,21,142232,Self-employed,654,3911,60,0,0,Under Review
Male,45,50090,Unemployed,509,19799,12,1,0,Rejected
Male,63,107489,Employed,746,16194,24,1,0,Rejected
Male,60,72142,Employed,759,5951,48,1,0,Rejected
Female,62,131979,Unemployed,771,41866,48,0,0,Approved
Male,45,46475,Unemployed,669,29333,24,0,0,Under Review
Female,59,38888,Self-employed,791,22673,36,0,0,Under Review
Female,55,63732,Self-employed,436,49885,12,1,0,Rejected
Male,23,101623,Unemployed,666,41870,24,1,0,Rejected
Female,57,66305,Employed,483,6565,48,0,0,Rejected
Female,64,66037,Student,586,23821,60,1,0,Rejected
Female,64,29346,Self-employed,771,26494,48,0,0,Under Review
Male,50,20587,Unemployed,674,34941,60,0,0,Under Review
Male,58,32763,Employed,836,9624,12,0,0,Under Review
Female,54,79165,Employed,810,48162,60,0,0,Approved
Female,32,127481,Self-employed,549,47024,24,0,0,Under Review
Male,39,89615,Self-employed,809,1835,60,0,0,Approved
Female,57,56116,Student,372,19646,36,0,0,Rejected
Female,64,140987,Self-employed,581,12824,24,1,0,Rejected
Female,37,105751,Student,659,38335,12,0,0,Under Review
Female,30,111353,Unemployed,309,4815,24,1,0,Rejected
Female,32,110301,Self-employed,510,3429,36,1,0,Rejected
Female,36,115648,Student,451,42950,12,0,0,Rejected
Male,44,45556,Self-employed,304,42886,48,1,0,Rejected
Male,39,79042,Unemployed,494,45398,36,1,0,Rejected
Male,28,38099,Unemployed,582,3607,12,1,0,Rejected
Female,51,129089,Student,763,26650,60,0,1,Approved
Male,41,65096,Employed,412,39698,24,0,0,Rejected
Female,37,91986,Unemployed,570,33353,12,0,0,Under Review
Female,43,33230,Unemployed,462,37790,24,0,0,Rejected
Male,57,49009,Unemployed,759,12991,60,0,0,Under Review
Male,36,90969,Unemployed,404,22168,12,1,0,Rejected
Female,26,53866,Employed,581,32099,48,1,0,Rejected
Male,28,125400,Unemployed,461,40385,36,0,0,Rejected
Male,45,104246,Employed,650,36919,12,1,0,Rejected
Female,38,96975,Self-employed,733,32416,60,1,0,Rejected
Female,45,61855,Employed,439,6580,12,1,0,Rejected
Male,32,101557,Student,770,8054,24,1,0,Rejected
Female,35,26416,Self-employed,431,25090,12,0,0,Rejected
Male,46,92516,Employed,386,41387,48,0,0,Rejected
Male,61,75915,Employed,482,16823,12,0,0,Rejected
Female,46,38058,Employed,667,47015,36,1,0,Rejected
Female,52,96637,Employed,428,38341,12,1,0,Rejected
Male,30,60718,Employed,545,16339,24,0,0,Under Review
Female,36,52602,Employed,677,4491,12,0,0,Under Review
Male,27,94658,Student,448,1706,48,1,0,Rejected
Female,37,98112,Student,732,32957,60,0,0,Approved
Female,43,78067,Student,768,16728,12,0,0,Approved
Male,46,47516,Employed,745,7997,12,1,0,Rejected
Female,41,149295,Self-employed,780,39001,36,1,0,Rejected
Male,42,107969,Student,593,39523,48,0,0,Under Review
Female,27,21089,Unemployed,442,26163,60,1,0,Rejected
Male,34,57346,Unemployed,549,18718,24,0,0,Under Review
Male,35,94663,Employed,601,22972,12,1,0,Rejected
Female,27,30487,Self-employed,324,19231,60,1,0,Rejected
Male,29,20155,Student,369,40619,24,0,0,Rejected
Female,28,143950,Employed,411,13126,48,1,0,Rejected
Male,43,87494,Self-employed,663,24595,48,0,0,Under Review
Male,49,96229,Unemployed,602,41633,60,1,0,Rejected
Male,38,124648,Student,770,13118,24,0,0,Approved
Female,51,58547,Employed,390,4317,48,1,0,Rejected
Female,50,48795,Employed,829,45980,60,1,0,Rejected
Male,59,75296,Self-employed,491,45115,48,0,0,Rejected
Female,55,41447,Employed,541,44158,48,1,0,Rejected
Female,38,56598,Employed,437,48631,48,0,0,Rejected
Male,62,61814,Student,644,40828,36,1,0,Rejected
Male,59,110751,Unemployed,479,16504,24,1,0,Rejected
Male,37,145118,Unemployed,802,4057,60,0,0,Approved
Female,34,95330,Self-employed,502,27660,60,1,0,Rejected
Male,51,141347,Unemployed,491,38196,24,1,0,Rejected
Male,44,118745,Self-employed,304,1402,24,0,0,Rejected
Female,55,107960,Student,536,9605,24,1,0,Rejected
Male,64,83278,Self-employed,610,16761,24,0,0,Under Review
Female,54,75077,Unemployed,848,28043,12,0,0,Approved
Male,23,132782,Employed,355,34635,60,0,0,Rejected
Female,57,142046,Student,742,14779,12,1,0,Rejected
Male,63,122932,Unemployed,536,16155,48,1,0,Rejected
Male,60,91906,Student,496,41978,48,0,0,Rejected
Male,46,29528,Self-employed,813,34132,60,1,0,Rejected
Female,43,113812,Unemployed,748,24851,48,0,0,Approved
Female,64,70100,Employed,659,16366,24,1,0,Rejected
Male,59,129869,Employed,329,29408,12,0,0,Rejected
Male,35,28179,Employed,407,7571,24,0,0,Rejected
Female,24,68781,Employed,744,15017,48,1,0,Rejected
Male,49,75267,Student,737,40236,12,0,0,Approved
Male,42,102379,Unemployed,756,5150,24,0,0,Approved
Male,45,43952,Employed,794,46833,60,1,0,Rejected
Female,33,73798,Employed,546,20423,24,0,0,Under Review
Female,38,118696,Employed,842,5137,48,0,0,Approved
Male,53,130434,Self-employed,738,30992,12,1,0,Rejected
Female,36,70939,Unemployed,577,46004,60,0,0,Under Review
Male,62,49516,Student,410,29902,12,0,0,Rejected
Female,64,76526,Self-employed,684,45921,60,0,0,Under Review
Male,22,30449,Self-employed,490,14833,12,0,0,Rejected
Male,55,70290,Student,789,2381,48,0,0,Approved
Female,62,146688,Employed,725,9154,60,0,0,Approved
Male,54,106661,Employed,704,35235,36,0,0,Approved
Male,50,92954,Unemployed,634,14439,12,0,0,Under Review
Female,33,42746,Employed,508,20122,12,1,0,Rejected
Female,33,87990,Self-employed,321,24956,24,0,0,Rejected
Male,38,78810,Self-employed,507,18264,60,0,0,Under Review
Female,52,138362,Self-employed,307,45774,36,1,0,Rejected
Female,52,103297,Student,828,4149,48,0,1,Approved
Female,55,35223,Employed,465,25660,24,0,0,Rejected
Male,59,92237,Employed,795,41660,36,0,0,Approved
Female,49,22597,Employed,728,21528,60,0,0,Under Review
Male,49,85677,Employed,462,49904,36,0,0,Rejected
Female,64,22659,Unemployed,665,2168,12,0,0,Under Review
Male,36,106516,Unemployed,825,46124,12,1,0,Rejected
Male,64,94567,Self-employed,538,36897,24,1,0,Rejected
Female,30,35037,Self-employed,371,16032,60,1,0,Rejected
Male,50,146498,Student,744,36294,60,1,0,Rejected
Male,45,66738,Self-employed,808,44827,36,1,0,Rejected
Female,59,123965,Employed,568,4516,24,0,0,Under Review
Female,40,91678,Self-employed,714,20751,60,0,0,Approved
Male,25,32109,Self-employed,544,31373,12,0,0,Under Review
Female,21,42010,Unemployed,359,31270,36,0,0,Rejected
Female,50,28787,Employed,305,11386,48,0,0,Rejected
Male,23,128400,Student,706,37323,12,1,0,Rejected
Male,34,28472,Student,516,49780,24,1,0,Rejected
Male,50,135111,Student,325,15157,60,0,0,Rejected
Female,24,43383,Self-employed,304,38879,12,0,0,Rejected
Male,38,81709,Student,831,40520,48,0,0,Approved
Female,57,89785,Student,689,40132,48,1,0,Rejected
Male,45,133253,Student,747,4626,24,1,0,Rejected
Male,21,54518,Unemployed,445,21400,12,0,0,Rejected
Male,35,73909,Employed,687,37643,36,1,0,Rejected
Male,29,38351,Unemployed,548,39265,12,0,0,Under Review
Female,35,89624,Employed,825,16979,48,1,0,Rejected
Female,44,73330,Unemployed,761,12529,24,1,0,Rejected
Female,24,142477,Employed,312,17645,24,0,0,Rejected
Female,32,35282,Student,683,27424,36,1,0,Rejected
Female,57,104866,Student,698,14382,24,1,0,Rejected
Male,57,127945,Student,318,5025,24,0,0,Rejected
Male,63,41778,Unemployed,790,44226,24,1,0,Rejected
Female,26,44264,Student,718,14844,24,0,0,Under Review
Female,59,79675,Self-employed,636,5175,24,1,0,Rejected
Male,44,25075,Employed,718,31519,48,0,1,Under Review
